index	author_name	author_contact	orcid	author_list	matrix_file_id	title	description	cellannotation_schema_version	cellannotation_timestamp	cellannotation_version	cellannotation_url
1	Nelson Johansen		https://orcid.org/0000-0002-4436-969X		CellXGene_dataset:HMBA_Macaque_BG_082024_AIT_to_CAP	Macaque Basal Ganglia taxonomy	Atlas of Macaque basal ganglia, developed in collaboration with the BRAIN Initiative Cell Census Network (BICCN).	1.0.0			
